Rattings,Review
5,"Best camera in 50k range.:- It's Mirrorless, compact and lightweight:- Has more focus point than canon m50 II:- Using it's app your can use the live camera on :-mobile and other interesting features.:-It has all the latest features.:-It comes with whole kit - memory card, bag,etc.So, in the end it all comes down to your knowledge and experience to use the settings of the camera in the best possible way."
5,Fantastic image quality and sensor for its price. I love the classic fuji images color science. I've also purchased the xc 50-230 mm lens and the results are very pleasing. Very much recommended.Cons - the mobile app and pairing simy DOES NOT work
5,"This camera is the best in this range. Other competitors of this camera are the M50 and a6100. If you want a camera for shooting photos then this is the one you should choose. For photos, it is far better. Picture quality is awesome and can use Fuji simulation.For videos, it does provide 4K but the shooting limit is 15 mins. If you want to create small clips then you can choose this one.Autofocus is also good in this camera but Sony and Canon are better in autofocus.I compared this cam with the other competitors in this range and found this one more value of money. If in future you want to upgrade then Fuji has awesome range of camera and you can use these lens on other camera as well. Fuji has same mount(X) for all cameras.Fuji has wide variety of lenses and are not costly compared to Sony and Canon.Tip: Purchase XC 35 F2 lens once you are done exploring the kit lens. This lens is cheap(around 15K) and gives you a wide aperture to shoot blur backgrounds."
5,"Bought the Fuji XT200 mirrorless camera with stock 15-45 Fuji lens to replace a Nikon D3200.Sturdy build with good sturdy feel to all buttons and access door flaps. Great images as shared.Easy to learn and use menu. Loads of helpful expert videos about learning to use this model found online.Reasonably good battery life but as with all mirrorless cameras, suggest having a spare battery or be prepared to recharge if expecting heavy use of greater than 500-600 snaps.Battery life can be improved by using Electronic view finder instead of LCD screen for framing while taking pictures. Some very helpful menu features available.Very happy with the purchase so far.Was initially upset with the wonky looking packing the kit came in, even though it was securely sealed.  But I was pleasantly surprised to find that the wonky package was due to a free and very good complimentary camera bag💓😊👍. Thanks to the vendor for the thoughtful gesture and prompt delivery in time for my holiday 😊👍Overall, very happy with the camera, the vendor and delivery. 5 stars all the way."
5,"If you know to use a camera, it is plug and play. Auto mode is great. If you are new to cameras, like me, it takes some learning to know the huge list of features it can offer but it'll grow in you.Basic manual is provided and owner's manual can be downloaded. The app does the basic job. I don't have any experience with other cameras so, can't comment about the app in comparison. It's worth the money"
5,"Absolutely worth every penny. It is small, easy to hold. Comes with a touch-enabled rotatable LCD screen. Battery life could have been better, but no other peeves.Note:You get a 16 GB SDHC memory card with the camera; I would suggest buying an SDXC 128 GB with the camera."
5,Awesome camera. capturing very good quality image. Image is very sharp. 4K video quality is also perfect.  Battery life is bit low. Display is crisp and bright. Don't think otherwise go with this camera.. u will never regret after purchase.
1,"I got a product with an open box packing which was plastered. The product seemed okay inside but on close inspection I could find the country of origin of camera is Indonesia and the lens was from Philippines, while I was of the impression that the product would be from the Fuji’s legacy factories in Japan. It’s dubious Amazon doesn’t give the country of origin for their products sold in the platform, giving the sellers the opportunity to cheat people by selling a low end product desguised as the original factory claimed. It’s worthwhile to note that flip kart and tatacliq specify the make factory and country clearly on their website. I got the product not of my colour choice, that I could get a refund. But even if I came to know the product they delivered is from another country not expected, I think I would’ve got a refund if they delivered the right choice of color for me. So beware and ensure the product comes from Japan itself before you buy it. At the time of writing, I had a better offer from tatacliq and they give the product originally from Fuji Japan factory...note that my seller here was Price..Perfect"
5,Nice Product
5,Very good choice compared to other cameras in mirrorless category..Box includes1. camera + lens2. 16 GB memory card3. Beautiful camera bagPoora paisa wasool.Great features at affordable price
5,"Don’t take pictures in jpg, use raw for better image and quality, don’t know why fuji jpg was not good in xt200 with human skin, reds poping thats the only problem at all"
3,Availability of lens is very big issue
5,Picture quality is superb kit lens is desent enough for the beginners who just shifted from mobile to camera day light performance is awesome suffers a bit in low light performance but overall its good you can go with this loved it❤️
1,"Picture quality is below average,won't feel it's a 50K camera,but a low priced point and shoot camera,not much easy to use with all settings. Feels not good on picture quality.other than this it's okay"
5,Great Purchase.
5,For college course use
5,"my first camera , excited and super happy with the purchasetook just 4 pics and believe me i am super satisfied with it"
4,"The grip is uncomfortable, the camera itself is really good for beginners. Battery life is not great, decent enough"
5,Very very nice
5,Very Good Product....U will Be loving it and have ur memories with good Quality
5,"Since most of the reviews revolve around comparing this to a DSLR, I guess my take on it comes from a size perspective. You also have this sony alpha mirror less camera here  but its too expensive currently.I cannot take a DSLR hiking, they're simply too bulky and too heavy to justify the space in my pack. When I looked at replacing my Canon, I went out to find something that I could get that was lightweight without sacrificing the quality of the images I had grown used to with the DSLR. This had an aesthetic I really liked and the features I was looking for as well. It doesn't look like a cheap point and shoot with a bigger lens strapped to the front. The controls are perfectly fine for me and are more second nature since I've spent a lot of time behind it. Like anything new one gets, you have to get used to it. I find the colors on pictures I take with this camera come out much better overall compared to my old Canon. It isn't excessively difficult to use, and I don't find the menu cluttered at all. The camera is very light and very small for what performance you can squeeze out of it, its footprint is about the same as my Samsung Galaxy s10e. The camera is mostly just wider with the lens mounted.I cannot attest to the video features as I do not use them.My only gripes about this camera are the kit lens and the materials, mostly the kit lens, and those are never really spectacular anyways. It just seems to be adequate for most circumstances, without ever being the ""perfect"" choice for a scene. Its easily replaced however, so you can learn on it before getting a new lens better suited to your tastes. That lightweight I enjoy comes at the cost of the materials unfortunately. The camera is VERY plastic-y and does not feel like it would survive a fall. I don't drop my cameras, but I'm not sure my old DSLR would have survived either. Better materials and weatherproofing would have meant a higher cost anyways, and that would've defeated the purpose of this for me.All in all, I find this camera perfectly suited for what I needed. I needed a lightweight, high image quality camera, and the Fujifilm XT200 got me there. Your mileage may vary though depending on your skill level, experience with much more expensive cameras, and overall attitude."
4,"The Fujifilm X-T200 is an inexpensive mirrorless camera that uses the company's X-mount. It replaces the X-T100, a camera that seemed promising when it was announced, but whose sluggish performance was a letdown. Thankfully, Fujifilm has put a lot of work into making the X-T200 both more responsive and full-featured.Key specifications:24MP APS-C sensor with Bayer color filter and faster readout speedsUpdated hybrid autofocus system with 425 phase-detect pointsRefined ergonomics, lighter body3.5"", 16:9 fully articulating LCD with 2.76 million dotsEasy-to-use touch menus2.36M-dot OLED viewfinder with 0.62x magnification8 fps burst shootingNew 'Clarity' effectOversampled 4K video with no cropAudio level controlsMicrophone and headphone inputs (latter via USB-C adapter)New Digital Gimbal and HDR video options.conclusionThe Fujifilm X-T200 is quite a bit different than its predecessor, the X-T100. While the X-T100 tried to be a scaled down version of the X-T20, Fujifilm failed to pull it off, for a variety of reasons.The X-T200 tries to be a scaled down X-T30 and more. It's a camera that should suit both amateurs who want a lot of physical controls, and smartphone upgraders who like the familiarity of touchscreen operation. And this time, Fujifilm has succeeded.From most angles, the X-T200 looks like many other Fujifilm X-series cameras, like the X-T30 and X-T3/X-T4. It has a DSLR-style body, plenty of dials on the top (though, thankfully, not as many as higher-end models) and an electronic viewfinder. What makes the X-T200 stand out from the more expensive cameras is its gigantic and bright fully articulating 3.5"" touchscreen."
5,"Here are a few things to note before you make a decision1. This is a nice option for anyone looking to get better pictures and videos compared to your Smartphone, especially if you are a content creator2. Don't get discouraged by the 15 min limit for 4K videos, because unless you are creating videos for commercial purposes, full HD resolution is way more than sufficient. Now, if you do need 4K, 15min is quite a bit for one shot.3. The XC kit lens provided is not the best option to get the most out of this camera. Considering upgrading to the significantly better XF 18-55F2.8-4 or a fast prime lens (16/23/35 - depending on your needs).4. If you are willing to spend another 30k, the X-T30 comes with the kit 18-55 option, but you will not get a fully articulating, screen which may be a deal-breaker.At this price point, you will no go wrong with the T200!Best all-round prime lens (subjective): Fuji 23mmF2 or Tokina 23mmF1.4 (just released)An alternative, comparable camera at this price point: Sony A6100An alternative option if you are only looking at casual photography: iPhone 11Do check out my other reviews on YT (Home Savvy Tech). I will be reviewing a Fuji camera in the near future."
5,"This is an absolutely amazing camera , for this price and this size it certainly exceeds expectations..The interface can take some getting used to, but once you are familiar it's a delight.With a good prime lens, it takes unbelievable pictures. Way better than counterparts from canon and nikon like m50 and z series.Also the battery life is not so great, go for extra batteries + charger for a better experience.I'm an absolute beginner even from a hobbyist perspective but the shots I've attached are all first trys with a 25mm prime lens.."
5,"Go for it, it's better than Canon m50 and Sony a6100. And cheaper too!Picture quality is excellent, you won't regret it. Surprisingly I absolutely love the film simulations, Classic Chrome is my favourite!To mkae your kit complete, you can buy the following:1. XC 35mm f22. XC 50-230mmThese two lens along with your kit lens will give you all you need to take your photography to nwxt level."
2,"I bought this camera, but now I'm refunding it because of images quality is very poor, Everything in the camera is good.  4K video, eyes focus is good but its image quality with this lens is not good.  Better lens should be provided with this camera because price is also too High, according to the money, its image quality is very bad."
4,"I bought this camera from offline market. Becoz i was not flexible on spendig such a huge amount thats too in advance. And one more thing one of my friend purchased this camera from here and he received a water bottle and a cheap quality bag. So guys Just check everything before u buy or go for offline options , becoz u might get cheated.."
1,"Picture size 5.00 mb maximum. It gets heat after 30 mins of use. Battery lofe 1 hour.If you zoom image and video quality gets down,In video follow focus dont work properly,Not for video and not for photo.Please don't buy. Compny is a cheater. Images get so much of noise."
1,Waste of every penny you invest even get it for free don't go for it no service no quality .I got it complaint on day one of purchase itself and its been seven months no response from company in short I can tell you one thing if you don't know how to waste your money and time this is the best product to deal with
5,Easy to use.Great LCD screen & it is very responsive.Helpful preset modes.Indian version includes a Memory card + Bag (bag is lame though)
5,"Yes, using it with insta 360 invisible selfie stick since a month with no issues.Its a good product, Heavy enough to hold the weight of Stick and Camera when used as a monopod (Tripod base).Some say it has poor plastic base that shakes, In fact it is the advantage that absorbs minor shakes of wind or accidental touch and provide flexibility to the assembly as a strong but flexible base.For use as Bullet time rotation handle its good, but I feel you will never or very rarely use this feature.So, practically, good one, must have to complete your kit. Go for it without any doubt."
5,"The bullet functions very well, but the tripod is not steady if stick is extended.  Not at all for outdoor use as a little bot of breeze can make your camera trip over."
1,Waste product
3,"Pro: based on what I received, have good clear image.Cons: Product description page have brand GOR. I received brand BUSHNELL; That's still okay. But product description page said the binocular is 20 x 50. The one I received was 10 x 50. I ordered it to gift it to someone. Since I didn't have time to return and wait for replacement, I'm keeping it.It it was described as Bushnell 10 x 50 in the product description, I would have rated it 4*."
5,Too good to be true!I Received the binocular as per the images and description on Amazon.It's 7x Magnification and 50 mm Objective lens covers above 800 meters to 1 km. If the object is large it will cover above 1 km.The clarity and focusing is top notch for this price range.It comes in other brand I guess China make. But the really good as per the quality taken into consideration.Go for it if you are looking for a below 2400/- rupees binocular.
5,Picture quality is amazing. I must say best quality binocular for bird watching at this Price range. Sturdy binocular couldn't have asked for anything better. Its not 20x magnification but yes a 7x binocular with 50 mm objective lens. Gives stunning viewing experience.I would recommend it considering the Price And quality given.Thank you!
4,Nice .2nd time got nice item.1st time received a defective item.
5,I recieved a Bushnell brand binoculars and it did well for bird watching pretty well. Is useful for looking at object at a distance of 500-600 mtrs.
1,I am not satisfied this product
5,It's a good buy. Your all basic need will be fulfilled.Thanks
4,"Superb product. The brand is comet, that is the only difference. I love the product and using it to view mountains and sky."
3,Video Player is loading.
4,Good as per my uses and price.
5,Built quality is good. Impressed with the performance. Got more than expected. Range is very good. Night vision is ok
2,"Nothing great in this, you can buy product of Rs.999/-, this product and Rs.999/- product is same, so dont waste extra money on it."
4,It's a good quality  product it's good product for birding and wild life uses
2,"Very big, hard to bring it to one frame.. Bad decision"
5,It's a very good qualitu....  mass picture quality..... product worth for the amount.... i like this very much....
4,"Good buy, worth every penny !"
1,Not value for money no sky vision
5,"We bought this for our daughter,it is good and worth for the money"
5,Excellent
5,Very useful product for jungle safari and bird sanctuary.
5,Wow
5,"Good product and value for money,"
5,Nice product. Value for money
5,Nice 👍👍
4,Dont waste your money
4,Good
3,"No night vision good for kids,"
5,worth of money plus good for people woh go for trucking
5,Value for money
4,Nice product.
5,well nice i love dis
4,It's very good
4,I like this
3,"Pro: based on what I received, have good clear image.Cons: Product description page have brand GOR. I received brand BUSHNELL; That's still okay. But product description page said the binocular is 20 x 50. The one I received was 10 x 50. I ordered it to gift it to someone. Since I didn't have time to return and wait for replacement, I'm keeping it.It it was described as Bushnell 10 x 50 in the product description, I would have rated it 4*."
5,Too good to be true!I Received the binocular as per the images and description on Amazon.It's 7x Magnification and 50 mm Objective lens covers above 800 meters to 1 km. If the object is large it will cover above 1 km.The clarity and focusing is top notch for this price range.It comes in other brand I guess China make. But the really good as per the quality taken into consideration.Go for it if you are looking for a below 2400/- rupees binocular.
5,Picture quality is amazing. I must say best quality binocular for bird watching at this Price range. Sturdy binocular couldn't have asked for anything better. Its not 20x magnification but yes a 7x binocular with 50 mm objective lens. Gives stunning viewing experience.I would recommend it considering the Price And quality given.Thank you!
4,Nice .2nd time got nice item.1st time received a defective item.
5,I recieved a Bushnell brand binoculars and it did well for bird watching pretty well. Is useful for looking at object at a distance of 500-600 mtrs.
1,I am not satisfied this product
5,It's a good buy. Your all basic need will be fulfilled.Thanks
4,"Superb product. The brand is comet, that is the only difference. I love the product and using it to view mountains and sky."
2,"Very big, hard to bring it to one frame.. Bad decision"
5,It's a very good qualitu....  mass picture quality..... product worth for the amount.... i like this very much....
4,"Good buy, worth every penny !"
1,Not value for money no sky vision
5,"We bought this for our daughter,it is good and worth for the money"
5,Excellent
5,Very useful product for jungle safari and bird sanctuary.
5,Wow
5,"Good product and value for money,"
5,Nice product. Value for money
5,Nice 👍👍
4,Dont waste your money
4,Good
3,"No night vision good for kids,"
5,worth of money plus good for people woh go for trucking
5,Value for money
4,Nice product.
5,well nice i love dis
4,It's very good
4,I like this
2,"In my point of view this product seems bit over priced, spending Rs.399 for really expensive DSLR's protection is not a big deal, but when you pay Rs.399 you should feel it's value for money and it's quality. Also there is no ""dust removal tape"" i had no time to search this in market place that's why opted to buy online, Rs.399 is MRP of this screen guard, i guarantee you, you will get the same thing for less than MRP price.Anyway now got protection for display.Thanks to Amazon."
4,Dont confuse it with tamper glass. It is meant to protect the screen against dust and scratches only.- Ultra thin film.- Fits perfectly onto the screen.- Bit over priced IMO.
5,Excellent qualityTouchscreen works totally fineScratch resistantUsing it continuously for the last 2yrs without changeGood product at a reasonable price
3,Fits perfectly on Nikon D5600. Quality is good but expensive. Could have provided protective peel on both sides of the screen guard. Looks nice and didn't feel any change in the touch screen sensitivity.
1,Today I received  a damage product
2,It's only flexible plastic coted screen guard...
3,Very useful..
3,"The size of the guard is accurate and fits the camera perfectly. But the size of the guard is very thin and is too costly compared to it. I was surprised to see a cleaning cloth inside which was of good quality and of high assistance. Overall, great product, average quality and a bit costly."
3,"OK, matches, and got it affixed by a mobile shop"
5,It is OK for the price
4,Priced very highGood quality
5,Correct mach
5,Nice
1,Lot of bubbles.
5,Fine
5,Am very happy with this item....
3,Veey expensive compared to quality. Covers d5600 lcd completely.
1,Product is very crappy
5,Awesome
5,good
1,Dont buy this product. Very poor product
4,"Haha...Value for money.Not exactly, delivery charges included."
4,Decent one..
3,Ok but not much advisable to order
4,Value for money
1,Product is very low quality
2,"Not Value for money, highly overpriced. Only scratch guard and piece of cloth is in the pack, no wet wipe for cleaning."
5,Good product. Easy to attach.
3,Good product
5,Good
1,Overpriced  .....bad quality very thin
5,Nice Product 👌
5,Perfect for Nikon D5600.
1,Is just polythene
4,Good
1,"I got a defective product and it was full of scratches. Best part is that, I could not return this as it is not eligible for that."
3,Quality good but price is too high...
5,Satisfies its purpose
5,Good quality
5,Good
5,I have been using this grip for last 2 years with no issues and bought 1 more for my friend with same quality. It's made of hard plastic and is waterproof
1,Not worth the money because the product is very cheap and I’ve already ordered the return but I haven’t received any response from the dealer
4,The tripod is super strong and stable. With this price it's the best. Only thing that you should see is the tripod head which is little bit loose and the head will fall for some time.
4,Good one
4,Good luck
5,Usefull material good quality fit to beginners
5,"if you are seeing this than either you are looking for taking pictures or making daily vlogs or may be for any other reason.let me tell you guys i choose this after 1 month of intensive research .This model is sony rx-100 mark 3 but you can also get sony rx-100 mark 4 and mark 5 ,little bit of differences and cost increases as model number increases.i choose this one as my budget was below 50K and yes there are other options as well like CANON g7x mark 2 and i would say that one is  best model for vlogging and taking pictures BUT SONY MARK 3 has some advantages over canon g7x mark 2 as well.this model is very small,you can keep into your pocket and even you hold it in your hand for hours you wont feel any tired ness.lets talk about what i got in PACKAGE.- Main camera- charger adapter and wire- FREE POUCH to keep camera- 8 GB FREE memory cardas there was nothing written while purchasing but YES you will get free cover and memory card so hurayyythis camera hasNO TOUCHSCREENthis camera hasFLIP OUT SCREENthis comes under point and shoot category.if you thinking to buy this for daily pictures,or youtube videos just go with it.this is the best pocket friendly,tiniest in this price segment camera deliver by sony.dont think i am sony fan,only thing is canon g7x mark 2 was unavailable and this was the second best choice.moreover if you see my other reviews i have been USING CANON DSLR 80D as well.so this was my honest review as i got this for vlogging mainly and taking some sharp real (not over saturated ) landscape pictures.Hope this helpedThank you for readingstay fit stay strong"
5,"Great camera. Go for it instead of an entry level DSLR. I switched from canon 550d and am not going back. Awesome for all my travel and family photos. Controls are a bit difficult because of small size and sony software is irritating otherwise a great cam.Also buy a couple of spare batteries. Battery life not comparable to DSLR.Best feature- Great sharp lens, DRO, good autofocus, 24mm at widest, selfie capable, low light performance, silent, size, movie mode is nearly like a camcorderCon- battery, sometimes confusing controls, sony software, frnds with DSLR underestimate it"
5,"I understand that in this price of one camera you will get two entry level DSLR. But trust me, the quality of pictures coming out of this is nothing less than a intermediate level DSLR. You can't even complain... And it comes in a small size that fits in your pocket. I only bought this camera for its portability. I used it on my honeymoon and got very good pictures. Didn't even have the hassle of carrying special bag for this. And I don't know half of the functions. Even in auto mode this works like a charm. I was willing to spend more for portability. I don't regret my decision at all!!"
5,"Everything about this camera is great. Light weight, pocket friendly and powerful. Only issue is that the bag provided was not for this camera. It doesn't fit at all.Battery backup is good too, more than happy about it. Pictures quality is mind blowing,low light performance is impressive, noise reduction, auto focus is the best for a camera of this size and the price."
4,"If you are a beginner and don't have money to spend on your DSLR lenses , just close your eyes and order it!Once you learn to shoot photos with it in manual mode , you can shift to DSLRs like a6400 with a gmaster f4 24 135mm lens."
3,"Need to do a Phd in tuning this camera with so many options without which pictures in all weather conditions will not come up properly, need a solid a training to use this camera, sometimes the pictures are so whitish in cloudy condition in manual mode without any settings changes it is hard to take good pictures and you will be spending so much time experimenting for a good shot"
5,"I have been using Sony RX100 mark 3 since 6 months and it satisfies me every time,Camera is easily pocketable, easy to carry around.whenever I shoot with it, It gives me awesome quality images.And the amazing thing camera can shoot full manual with even manual focussing and all customisable to shortcut keys."
5,Very good product but high on price. The quality of still and video is very good as a normal user. The thing I miss is touch screen which will be useful for tap to focus. This feature is really missing which is available in cannon.
5,An excellent camera with a great lens … great for shallow depth of field and on low light…
5,Wannt a pocket size camera with dslr like quality go for it.i also got a camera pouch and 16 gb sd card with it.
4,This is a great point and shoot camera if one doesn’t want to compare with dSLRs or slightly bigger compact like Sony’s DSC bridge like HX400V
3,Wasn’t working when unpacked. We weren’t in town so couldn’t return. Later Sony refused to replace it. So now we have a repaired camera for the price of a new one.
4,Not value for money
5,Simply superb....This tiny and compact camera is greater than bulky basic DSLR cameras model. Don't hesitate...Just go for it... I have added some photos taken by this camera...
5,WiFi enabled supports NFC ... Picture clarity is damn good .. easy to carry ... But very delicate at the same time. Price can be little bit less ..
2,"Love the cam. It is compact, has so many functions, havent even able to understand them all. But unfortunately, there was no hdmi cable inside"
4,After all its a Sony product.  But this product will not replace DSLR.
5,"Compact, fast and has Raw files saving option as well. A value for money. Street photographer's handy camera. A must buy."
4,"Ad:pocket camera, easy to travel with it.disAd:Not easy to operate like mobile phone camera."
5,Took the photo without any light inside the Church. Eventhough quality of the picture is good.
5,Stood to my expectations... Really a great purchase 👍
5,"Excellent camera, no match in point & shoot but pricey."
5,Even in the year 2019 it is a 'state of the art piece of machine'. Exceptionally good camera.
4,Good but not best from DSLR
5,Most efficient
5,"Awesome ...., good camera it gives Good result."
5,Excellent lens.
5,Lovely camera. Every bit what it was described to be. 🙂
1,Bad quality
5,The best advanced compacts out there!
5,Compact camera which takes decent photographs.
5,"The professional reviews have covered every possible way to complement this camera, so I'll only say this: if you can afford it, you should buy it. Period."
5,"It has a steep learning curve if you want to control your shots manually, otherwise you can stay in intelligent Auto and intelligent Auto+ modes, which will serve you pretty nicely. Either manual or auto, the camera is super enjoyable. The only feature I kept wanting in the camera is touchscreen, which you get on its competitor Canon G7X Mark 2. While capturing subjects with varying distance from camera, I frequently had to use manual focus to control the subject I wanted to focus on. This would have been made very easy with touch to focus to slightly assist in manual focus. Otherwise the camera is full of features, some of which I keep forgetting even after more than 6 months of use. Features I cannot live without: manual focus, A, S and P modes, track focus on moving object, optical zoom, exposure compensation, exposure lock, shooting modes, auto HDR. I can never go back to smartphone camera after using this.Thank you Sony and Amazon."
5,"I have a nikon DSLR camera but was finding it difficult to carry around during family trips. I wanted to buy a  compact point and shoot camera which shoots good quality pictures. Researched and found out that sony Rx 100 range are the best especially if you are in india as panasonic tz 100 series are not avaliable in india and leica cameras though launched recently are very expensive. I wanted to buy M2 as it has back illuminated sensor for better low light photoghrahy and wifi enabled to transfer photos to phone wirelessly. At the last moment, bought M3 as i got good deal and it has 180 degrees tiliting LCD screen for selfies and a wide 24mm lens for better landscapes. Also the electronic viewfinder is great toy if you like gadgets though i m not using it much.Picture quality is very good, comparable to DSLR and low light photography is ok. The photos posted were taken in poor lighting conditions but the camera did well. Its small and can be kept in pocket. It takes time to getting used to sony menu. Overall happy. Go for it. If budget no problem, go for higher versions."
5,A must have! I was looking for a compact and easy to carry camera than carrying my Nikon dslr and this fits all the requirement. Wish only it had the mic port as I vlog quite often.
4,"This camera is a beast in its own ways. I was never a fan of bulky cameras which we need to carry as a separate luggage everywhere we go. Then I saw this camera which offers decent capabilities on par with a DSLR. It can fit in a pocket and that is the most appalling factor to me. It has a rotatable screen with Carl Zeiss lens which is helpful to take high resolution selfies. It comes with a decent 8GB inbuilt memory and has WiFi based transfer of images to Mobile for instant upload. Flash is very good and covers a decent area. There are separate modes for varying light. If we know what mode to use in which background, then its a pretty good weapon in your hand.The cost is a flip side. Priced at 54990, I don't think the cost is justified for it. Though I bough this at 45990 in an Amazon sale, I feel 35000 is a decent price for this model."
4,"Although it has a tiltable viewfinder, making it convenient for vlogging or taking selfies, I have to state that there is distortion. It is not so apparent when you take images/ video of objects, but when you are capturing faces, there is something different.. In my case, it made my face look more oval than it is. Then I went ahead and took a picture of my toddler and his face looked leaner in the pictures too. I did try out various angles to find the best one that flattered my features, but I don't think this camera's strength is meant for such beauty vlogging. It is great, however, for general vlogging when the aoi is not just the face. The quality is crisp and i love how amazing it is in low light as well. The colours and true to the original mostly and there are tonnes of options in the camera to a la carte your settings. I had all my hopes pinned to the Zeiss lens which i would rank 95/100 on this camera. I have had Carl Zeiss lens on my mobile, and together with its algorithm gave picture quality that is till date unbeatable. Unfortunately they dont make that phone anymore. The audio function in this camera is also good. You dont need a separate mic. That said, it picks up the audio nearby and around it, unlike my canon t3i which picks up sounds even from the road adjacent to our house making the video annoyingly noisy. That was not desirable in my videos, so I am content with the Sony's. As always, the sony battery is not its forte, and it takes a long time to fully recharge the battery with the provided adapter. It came with a complimentary (?) 8 GB SD card. It also came with a camera pouch the material of which is flimsier than the grocery bad that my local departmental store provides. It is a paper-cotton blend, and  poor enough to wipe glasses let alone carry a precious camera like this one."
5,"I already own a dslr but like to have a compact camera as well, for casual days when I don't want to lug around something too bulky. I owned the Fujifilm X100 & thought I would upgrade to the X100T itself until I came to know about the Sony RX100 series.It is a brilliant compact camera, wide a wide aperture lens. The flip screen is indispensable for me as I vlog & need to see that the framing is ok. Although I don't use flash, I'm amazed at how sleek the flash is on this & yes I fully admit to showing it off to people who marvelled over this camera. The Electronic Viewfinder too is just something else! But the best thing of all is just how tiny it is, it fits even into my smallest clutches without any problem. Built in bluetooth means I can fire up the application on my phone & transfer photos within minutes if I want to instagram. In some situations like low light even the best phone camera just doesn't cut it.This is a superb camera - not the cheapest but absolutely worth it. I've had this since October 2014, so 9 months as of writing this review & I absolutely love it. If I had to pick one flaw, I wish this had a hotshoe or mic output, that's one thing that's missing for me. Nonetheless I'd throughly recommend it!"
5,"the best pocket camera got bested in Mark III avatar, just awesome picture quality, much better than entry level DSLR, a genuine pocket rocket."
5,Sony DSC-RX100M3 is a great pocket camera but at 43k it's overpriced. Searched in the showroom and got at 36k only.
5,It has nice zoom function with Z50 Camera.Better to purchase combo lenses with camera which will be much cheaper.
3,"I dont like it,  first day they used second day they throwed,  waste of money"
5,"This is easy to use and Value for money , when I saw it I bought it without having a second thought and when I unboxed it it was better than expected.Good product for kids....."
5,Good good good good good good good good good good good good good good good good good good good good
4,"Item quality is fine. yes, it works. the quality of white diffuser cloth at the front is really good.The quality of diffusion is good, but nothing close to the bounce flash. Bounce flash from the ceiling is the best diffusion.Instead of ending up with hard light from a direct flash, this can resolve our problem to some extent.For the price and out put, it's worth. I feel that 15x17cm size is small, so it can work only for half portrait or head shots. Not for the full body.if will be great, if this is made slightly little bigger.It will be good, if any of you have an idea to make your own home made DIY diffuser of this kind. Make bigger size when u make.or buy this check out how it is made and try to recreate a similar one of bigger size. That's what running in mind right now."
4,Nice Product. Smaller than i expected but the quality is great. Worth buying it.
4,Its good will serve the purpose I was checking youtube videos and was actually hoping this is little big and yes it is a little big which means its better than the plastic dome diffusers and other bounce diffusers. The best part the portraits are amazing using a little less strong flash but direct angle light. 4 star because I personally feek if locally produced with the same quality the price shud not be more than 100 150 bucks. Ghe prices shud reduce actually.UpdateDid a shoot today indoor and outdoor it just rocks. Direct full force flash diffusers brilliantly no shadow and perfect white background. Buy it without a thought
5,I was little skeptical while ordering this product since i thought in such less proce it won’t be of such good quality. But i was wrong. The product i received was of really good quality. Moreover since i’m a photographer it is a very useful product for me. It really diffuses the harsh and direct flash light. I recently shoot for a beauty peagent audition wherein i was not ready with proper studio lights. So this was a real saviour. I definitely recommend this as a must have product with TTL flash for some urgent situations.
4,"Build Quality is awesome & Diffusion of a Subject's face is ok for the price,Light gets softer compared to RAW flash output. Good for Portraits and some small Shoots, Isn't for Professional usages."
5,Well made product. The black  box is very strong. The front diffuser white cloth is of super quality. Size is alright. The collapsibe cloth box is pocketable.  Best product even for professionals.
4,Well the quality of the product is fine and everything. But please check the dimensions of the soft box before buying it. I thought it was a full sized soft box. It's a mini soft box. Fairly small. Don't buy it if you're expecting a full sized one like me. Other than that it's a good product worth the money.
5,Good product. It is what you see it on the screen on Amazon. Material is good and looks sturdy. The design is also good. At such a price it is a steel absolutely. Good diffuser for your camera flash or you can put a LED focus lamp to create lighting effects.
5,"It comes with exact dimensions. And it also has a metal frame. It comes with shiny inside. They provided a bag also for it. If you are looking to use it for Camera, it is definitely useful. The dispenser cloth is pure white colour. (Do check images)"
5,Good Product at this price!!Good QualityHappy With product!!
2,"Okay product. Don't expect any outstanding results.Go for a light sphere instead, sphere will work great in outdoor too where there are no ceilings."
5,"Product quality ok, a bit smaller in size would have been better. The plastic diffuser provided by flashgun companies do more or less same job. Not essential unless you are planning to use flash head-on."
4,"I really liked the product, it is really helpful to get a softer light during photography.Over all the performance is really good, I liked the packing and there is a storage bag to safeguard the product."
5,This one is awesome. In Amazon the price is less than store price.
2,Doesn’t fit properly with my Canon 430 ex II flash. It slips from the head of the flush. Build quality is good but fitting system is improper. Don’t buy.
5,Good product for filter the flash light and helps to take a nice photo without bleach... good product in this price...
1,No use its waste of money. No difference in lights. Totally waste. Don't buy friends. I think they are paying and getting good feedback
5,Excellent
5,Took lots of indoor picks.Strong and useful for my photography needs.Using it for even light distribution.
5,Nice and good product
5,Very nice
5,I was wondering how they can make such a good piece for such a moderate price. Very useful to catch portraits.
4,It's totally value for money & it's light weight to carry in my camera bag... Hoping the durability is good enough
5,"Good product price point of view quality also decent, size quite small. But very useful."
4,Very handy for run and gun situation. But not meant for serious photography.
5,"Supper usefull. To control over exposure,  and get a soft lighting in the right direction."
5,Great product with carrying pouch and I would suggest to buy it only for rectangle head flash and not round head flash.
